timestamp,EAR,eye_closure_duration,yaw,pitch,phone_detected,phone_confidence,driver_state
2026-09-13T20:07:04.436165,0.1387,0.505,-27.577,-12.747,0,0.0,Distracted
2026-09-13T20:07:05.706507,0.2292,0.253,29.791,-15.279,0,0.0,Distracted
2026-09-13T20:07:06.984638,0.2657,0.0,24.693,-2.545,0,0.0,Distracted
2026-09-13T20:07:08.256549,0.1558,0.766,-1.56,28.526,0,0.0,Distracted
2026-09-13T20:07:09.533251,0.3025,0.0,-0.87,26.395,0,0.0,Distracted
2026-09-13T20:07:10.816006,0.2037,0.505,-1.437,26.803,0,0.0,Distracted
2026-09-13T20:07:14.578899,0.1684,0.783,-10.938,-39.743,0,0.0,Distracted
2026-09-13T20:07:15.849131,0.3079,0.0,-39.342,-28.18,0,0.0,Distracted
2026-09-13T20:07:17.148633,0.5288,0.0,57.377,-21.943,0,0.0,Distracted
2026-09-13T20:07:18.473197,0.1823,0.0,12.617,-37.65,0,0.0,Distracted
2026-09-13T20:07:19.731943,0.1508,1.259,-9.829,-17.49,0,0.0,Distracted
2026-09-13T20:07:21.031742,0.2163,0.259,-9.956,38.848,0,0.0,Distracted
2026-09-13T20:07:22.332815,0.166,1.56,-5.383,28.886,0,0.0,Distracted
2026-09-13T20:07:23.622623,0.4201,0.0,47.393,-0.383,0,0.0,Distracted
2026-09-13T20:07:25.008683,0.4188,0.0,-38.681,4.566,0,0.0,Distracted
2026-09-13T20:07:26.295232,0.5252,0.0,-43.094,9.641,0,0.0,Distracted
2026-09-13T20:07:27.591089,0.2369,1.029,-10.282,11.405,0,0.0,Distracted
2026-09-13T20:07:28.903736,0.277,0.0,-6.182,3.339,0,0.0,Phone_Usage
2026-09-13T20:07:30.202108,0.2889,0.0,-2.948,-2.821,1,0.365,Phone_Usage
2026-09-13T20:07:31.524821,0.2583,0.0,3.286,-13.94,1,0.322,Phone_Usage
2026-09-13T20:07:32.838059,0.2575,0.0,4.895,-7.489,1,0.579,Phone_Usage
2026-09-13T20:07:34.167320,0.2714,0.0,4.236,-8.491,1,0.622,Phone_Usage
2026-09-13T20:07:35.460936,0.2703,0.0,3.399,-8.111,1,0.725,Phone_Usage
